policy_id,customer_id,policy_type,annual_premium,policy_active
P502263,C102263,Health,21069.0,True
P502264,C102264,Personal Accident,0.0,False
P502265,C102265,Motor,0.0,False
P502266,C102266,Life,0.0,False
P502267,C102267,Motor,0.0,False
P502268,C102268,Motor,0.0,False
P502269,C102269,Health,20103.0,True
P502270,C102270,Life,0.0,False
P502271,C102271,Life,0.0,False
P502272,C102272,Health,28451.0,True
P502273,C102273,Health,0.0,False
P502274,C102274,Life,0.0,False
P502275,C102275,Health,0.0,False
P502276,C102276,Health,0.0,False
P502277,C102277,Motor,0.0,False
P502278,C102278,Health,0.0,False
P502279,C102279,Health,0.0,False
P502280,C102280,Health,41584.0,True
P502281,C102281,Personal Accident,0.0,False
P502282,C102282,Health,0.0,False
P502283,C102283,Personal Accident,0.0,False
P502284,C102284,Personal Accident,27294.0,True
P502285,C102285,Health,0.0,False
P502286,C102286,Health,0.0,False
P502287,C102287,Health,39817.0,True
P502288,C102288,Health,0.0,False
P502289,C102289,Personal Accident,36135.0,True
P502290,C102290,Motor,22000.0,True
P502291,C102291,Personal Accident,0.0,False
P502292,C102292,Health,0.0,False
P502293,C102293,Health,0.0,False
P502294,C102294,Personal Accident,0.0,False
P502295,C102295,Life,13395.0,True
P502296,C102296,Health,0.0,False
P502297,C102297,Life,35222.0,True
P502298,C102298,Personal Accident,17092.0,True
P502299,C102299,Health,0.0,False
P502300,C102300,Personal Accident,0.0,False
P502301,C102301,Motor,0.0,False
P502302,C102302,Personal Accident,24966.0,True
P502303,C102303,Personal Accident,7229.0,True
P502304,C102304,Motor,20279.0,True
P502305,C102305,Motor,0.0,False
P502306,C102306,Life,0.0,False
P502307,C102307,Personal Accident,0.0,False
P502308,C102308,Life,42663.0,True
P502309,C102309,Life,0.0,False
P502310,C102310,Life,0.0,False
P502311,C102311,Life,0.0,False
P502312,C102312,Motor,43154.0,True
P502313,C102313,Health,0.0,False
P502314,C102314,Life,6122.0,True
P502315,C102315,Life,0.0,False
P502316,C102316,Motor,0.0,False
P502317,C102317,Personal Accident,0.0,False
P502318,C102318,Motor,31927.0,True
P502319,C102319,Health,0.0,False
P502320,C102320,Life,0.0,False
P502321,C102321,Life,0.0,False
P502322,C102322,Motor,0.0,False
P502323,C102323,Health,19207.0,True
P502324,C102324,Motor,0.0,False
P502325,C102325,Personal Accident,0.0,False
P502326,C102326,Personal Accident,20050.0,True
P502327,C102327,Health,0.0,False
P502328,C102328,Health,27048.0,True
P502329,C102329,Motor,29200.0,True
P502330,C102330,Motor,0.0,False
P502331,C102331,Personal Accident,0.0,False
P502332,C102332,Motor,0.0,False
P502333,C102333,Life,0.0,False
P502334,C102334,Personal Accident,41310.0,True
P502335,C102335,Motor,0.0,False
P502336,C102336,Life,0.0,False
P502337,C102337,Personal Accident,41545.0,True
P502338,C102338,Motor,0.0,False
P502339,C102339,Health,0.0,False
P502340,C102340,Personal Accident,0.0,False
P502341,C102341,Motor,0.0,False
P502342,C102342,Health,11254.0,True
P502343,C102343,Motor,0.0,False
P502344,C102344,Life,0.0,False
P502345,C102345,Motor,30808.0,True
P502346,C102346,Motor,0.0,False
P502347,C102347,Life,0.0,False
P502348,C102348,Motor,0.0,False
P502349,C102349,Health,31440.0,True
P502350,C102350,Motor,0.0,False
P502351,C102351,Motor,0.0,False
P502352,C102352,Personal Accident,30339.0,True
P502353,C102353,Health,0.0,False
P502354,C102354,Life,18834.0,True
P502355,C102355,Health,0.0,False
P502356,C102356,Life,25022.0,True
P502357,C102357,Personal Accident,0.0,False
P502358,C102358,Health,0.0,False
P502359,C102359,Health,0.0,False
P502360,C102360,Motor,0.0,False
P502361,C102361,Personal Accident,0.0,False
P502362,C102362,Health,26765.0,True
P502363,C102363,Life,0.0,False
P502364,C102364,Health,43917.0,True
P502365,C102365,Motor,0.0,False
P502366,C102366,Motor,40928.0,True
P502367,C102367,Life,0.0,False
P502368,C102368,Motor,30250.0,True
P502369,C102369,Motor,0.0,False
P502370,C102370,Health,0.0,False
P502371,C102371,Personal Accident,0.0,False
P502372,C102372,Health,0.0,False
P502373,C102373,Life,14813.0,True
P502374,C102374,Life,0.0,False
P502375,C102375,Health,0.0,False
P502376,C102376,Motor,0.0,False
P502377,C102377,Life,4989.0,True
P502378,C102378,Personal Accident,0.0,False
P502379,C102379,Health,9224.0,True
P502380,C102380,Motor,0.0,False
P502381,C102381,Personal Accident,16486.0,True
P502382,C102382,Life,0.0,False
P502383,C102383,Personal Accident,0.0,False
P502384,C102384,Health,0.0,False
P502385,C102385,Health,44085.0,True
P502386,C102386,Motor,0.0,False
P502387,C102387,Life,0.0,False
P502388,C102388,Personal Accident,0.0,False
P502389,C102389,Health,0.0,False
P502390,C102390,Health,0.0,False
P502391,C102391,Motor,0.0,False
P502392,C102392,Personal Accident,4275.0,True
P502393,C102393,Personal Accident,0.0,False
P502394,C102394,Personal Accident,0.0,False
P502395,C102395,Life,16887.0,True
P502396,C102396,Personal Accident,0.0,False
P502397,C102397,Life,0.0,False
P502398,C102398,Life,0.0,False
P502399,C102399,Motor,0.0,False
P502400,C102400,Health,41241.0,True
P502401,C102401,Personal Accident,0.0,False
P502402,C102402,Life,0.0,False
P502403,C102403,Health,39129.0,True
P502404,C102404,Personal Accident,0.0,False
P502405,C102405,Health,0.0,False
P502406,C102406,Health,0.0,False
P502407,C102407,Motor,10925.0,True
P502408,C102408,Health,0.0,False
P502409,C102409,Life,0.0,False
P502410,C102410,Health,0.0,False
P502411,C102411,Personal Accident,18568.0,True
P502412,C102412,Health,0.0,False
P502413,C102413,Health,0.0,False
P502414,C102414,Health,0.0,False
P502415,C102415,Health,0.0,False
P502416,C102416,Health,0.0,False
P502417,C102417,Motor,0.0,False
P502418,C102418,Motor,0.0,False
P502419,C102419,Life,6632.0,True
P502420,C102420,Life,0.0,False
P502421,C102421,Motor,0.0,False
P502422,C102422,Personal Accident,0.0,False
P502423,C102423,Health,0.0,False
P502424,C102424,Health,0.0,False
P502425,C102425,Personal Accident,36732.0,True
P502426,C102426,Health,0.0,False
P502427,C102427,Health,0.0,False
P502428,C102428,Personal Accident,26047.0,True
P502429,C102429,Health,0.0,False
P502430,C102430,Health,0.0,False
P502431,C102431,Personal Accident,11766.0,True
P502432,C102432,Health,0.0,False
P502433,C102433,Motor,0.0,False
P502434,C102434,Life,0.0,False
P502435,C102435,Personal Accident,0.0,False
P502436,C102436,Motor,40052.0,True
P502437,C102437,Health,17178.0,True
P502438,C102438,Health,0.0,False
P502439,C102439,Health,0.0,False
P502440,C102440,Life,10033.0,True
P502441,C102441,Motor,0.0,False
P502442,C102442,Personal Accident,0.0,False
P502443,C102443,Life,0.0,False
P502444,C102444,Personal Accident,7904.0,True
P502445,C102445,Motor,0.0,False
P502446,C102446,Life,0.0,False
P502447,C102447,Health,0.0,False
P502448,C102448,Health,0.0,False
P502449,C102449,Life,0.0,False
P502450,C102450,Health,0.0,False
P502451,C102451,Motor,7485.0,True
P502452,C102452,Life,25763.0,True
P502453,C102453,Life,20748.0,True
P502454,C102454,Personal Accident,34016.0,True
P502455,C102455,Personal Accident,0.0,False
P502456,C102456,Personal Accident,0.0,False
P502457,C102457,Personal Accident,0.0,False
P502458,C102458,Personal Accident,0.0,False
P502459,C102459,Motor,23039.0,True
P502460,C102460,Personal Accident,0.0,False
P502461,C102461,Personal Accident,0.0,False
P502462,C102462,Health,0.0,False
P502463,C102463,Personal Accident,0.0,False
P502464,C102464,Life,0.0,False
P502465,C102465,Life,0.0,False
P502466,C102466,Health,41997.0,True
P502467,C102467,Motor,0.0,False
P502468,C102468,Life,0.0,False
P502469,C102469,Personal Accident,0.0,False
P502470,C102470,Motor,0.0,False
P502471,C102471,Motor,0.0,False
P502472,C102472,Life,24275.0,True
P502473,C102473,Life,0.0,False
P502474,C102474,Life,0.0,False
P502475,C102475,Life,0.0,False
P502476,C102476,Life,0.0,False
P502477,C102477,Health,5316.0,True
P502478,C102478,Personal Accident,0.0,False
P502479,C102479,Life,0.0,False
P502480,C102480,Health,0.0,False
P502481,C102481,Personal Accident,12249.0,True
P502482,C102482,Personal Accident,0.0,False
P502483,C102483,Personal Accident,0.0,False
P502484,C102484,Motor,40810.0,True
P502485,C102485,Personal Accident,36852.0,True
P502486,C102486,Motor,0.0,False
P502487,C102487,Personal Accident,0.0,False
P502488,C102488,Motor,0.0,False
P502489,C102489,Life,25162.0,True
P502490,C102490,Personal Accident,16315.0,True
P502491,C102491,Personal Accident,0.0,False
P502492,C102492,Personal Accident,0.0,False
P502493,C102493,Motor,0.0,False
P502494,C102494,Motor,0.0,False
P502495,C102495,Health,0.0,False
P502496,C102496,Motor,0.0,False
P502497,C102497,Health,0.0,False
P502498,C102498,Motor,0.0,False
P502499,C102499,Life,0.0,False
P502500,C102500,Motor,25495.0,True
P502501,C102501,Motor,0.0,False
P502502,C102502,Motor,12611.0,True
P502503,C102503,Motor,44081.0,True
P502504,C102504,Personal Accident,27288.0,True
P502505,C102505,Life,21839.0,True
P502506,C102506,Personal Accident,0.0,False
P502507,C102507,Personal Accident,0.0,False
P502508,C102508,Personal Accident,0.0,False
P502509,C102509,Health,0.0,False
P502510,C102510,Health,0.0,False
P502511,C102511,Personal Accident,0.0,False
P502512,C102512,Life,0.0,False
P502513,C102513,Motor,0.0,False
P502514,C102514,Life,0.0,False
P502515,C102515,Health,0.0,False
P502516,C102516,Personal Accident,0.0,False
P502517,C102517,Life,0.0,False
P502518,C102518,Personal Accident,0.0,False
P502519,C102519,Life,41392.0,True
P502520,C102520,Health,0.0,False
P502521,C102521,Health,20857.0,True
P502522,C102522,Life,0.0,False
P502523,C102523,Motor,0.0,False
P502524,C102524,Personal Accident,0.0,False
P502525,C102525,Health,0.0,False
P502526,C102526,Motor,26039.0,True
P502527,C102527,Life,0.0,False
P502528,C102528,Health,0.0,False
P502529,C102529,Life,38277.0,True
P502530,C102530,Health,0.0,False
P502531,C102531,Motor,15955.0,True
P502532,C102532,Motor,15282.0,True
P502533,C102533,Personal Accident,0.0,False
P502534,C102534,Life,0.0,False
P502535,C102535,Health,35211.0,True
P502536,C102536,Personal Accident,0.0,False
P502537,C102537,Personal Accident,0.0,False
P502538,C102538,Life,0.0,False
P502539,C102539,Personal Accident,9566.0,True
P502540,C102540,Personal Accident,0.0,False
P502541,C102541,Motor,0.0,False
P502542,C102542,Motor,11361.0,True
P502543,C102543,Life,9400.0,True
P502544,C102544,Personal Accident,0.0,False
P502545,C102545,Personal Accident,9974.0,True
P502546,C102546,Personal Accident,0.0,False
P502547,C102547,Motor,0.0,False
P502548,C102548,Health,0.0,False
P502549,C102549,Personal Accident,0.0,False
P502550,C102550,Health,10175.0,True
P502551,C102551,Life,0.0,False
P502552,C102552,Life,0.0,False
P502553,C102553,Health,33708.0,True
P502554,C102554,Motor,7044.0,True
P502555,C102555,Health,6873.0,True
P502556,C102556,Health,0.0,False
P502557,C102557,Motor,16556.0,True
P502558,C102558,Personal Accident,0.0,False
P502559,C102559,Health,38750.0,True
P502560,C102560,Motor,39987.0,True
P502561,C102561,Motor,0.0,False
P502562,C102562,Life,7390.0,True
P502563,C102563,Health,39628.0,True
P502564,C102564,Personal Accident,0.0,False
P502565,C102565,Motor,0.0,False
P502566,C102566,Personal Accident,0.0,False
P502567,C102567,Motor,22335.0,True
P502568,C102568,Motor,0.0,False
P502569,C102569,Motor,0.0,False
P502570,C102570,Personal Accident,8910.0,True
P502571,C102571,Motor,0.0,False
P502572,C102572,Life,0.0,False
P502573,C102573,Life,0.0,False
P502574,C102574,Personal Accident,0.0,False
P502575,C102575,Personal Accident,0.0,False
P502576,C102576,Life,0.0,False
P502577,C102577,Personal Accident,13517.0,True
P502578,C102578,Personal Accident,18134.0,True
P502579,C102579,Motor,0.0,False
P502580,C102580,Personal Accident,33927.0,True
P502581,C102581,Life,0.0,False
P502582,C102582,Motor,0.0,False
P502583,C102583,Personal Accident,0.0,False
P502584,C102584,Life,0.0,False
P502585,C102585,Health,0.0,False
P502586,C102586,Health,0.0,False
P502587,C102587,Health,0.0,False
P502588,C102588,Health,17682.0,True
P502589,C102589,Motor,0.0,False
P502590,C102590,Motor,0.0,False
P502591,C102591,Personal Accident,44282.0,True
P502592,C102592,Personal Accident,0.0,False
P502593,C102593,Life,0.0,False
P502594,C102594,Motor,7039.0,True
P502595,C102595,Life,0.0,False
P502596,C102596,Life,41530.0,True
P502597,C102597,Health,0.0,False
P502598,C102598,Life,0.0,False
P502599,C102599,Life,0.0,False
P502600,C102600,Life,0.0,False
P502601,C102601,Personal Accident,0.0,False
P502602,C102602,Life,0.0,False
P502603,C102603,Personal Accident,26679.0,True
P502604,C102604,Health,0.0,False
P502605,C102605,Motor,0.0,False
P502606,C102606,Health,0.0,False
P502607,C102607,Life,0.0,False
P502608,C102608,Life,0.0,False
P502609,C102609,Health,0.0,False
P502610,C102610,Personal Accident,34947.0,True
P502611,C102611,Motor,0.0,False
P502612,C102612,Motor,0.0,False
P502613,C102613,Life,0.0,False
P502614,C102614,Motor,0.0,False
P502615,C102615,Motor,16922.0,True
P502616,C102616,Health,41563.0,True
P502617,C102617,Personal Accident,0.0,False
P502618,C102618,Motor,0.0,False
P502619,C102619,Health,0.0,False
P502620,C102620,Motor,0.0,False
P502621,C102621,Motor,0.0,False
P502622,C102622,Personal Accident,0.0,False
P502623,C102623,Health,0.0,False
P502624,C102624,Personal Accident,5374.0,True
P502625,C102625,Life,0.0,False
P502626,C102626,Health,0.0,False
P502627,C102627,Life,0.0,False
P502628,C102628,Motor,0.0,False
P502629,C102629,Life,0.0,False
P502630,C102630,Health,0.0,False
P502631,C102631,Motor,8479.0,True
P502632,C102632,Motor,0.0,False
P502633,C102633,Motor,38441.0,True
P502634,C102634,Motor,43148.0,True
P502635,C102635,Life,0.0,False
P502636,C102636,Life,0.0,False
P502637,C102637,Life,6579.0,True
P502638,C102638,Health,11682.0,True
P502639,C102639,Motor,0.0,False
P502640,C102640,Motor,0.0,False
P502641,C102641,Personal Accident,12894.0,True
P502642,C102642,Life,0.0,False
P502643,C102643,Health,5728.0,True
P502644,C102644,Personal Accident,0.0,False
P502645,C102645,Personal Accident,0.0,False
P502646,C102646,Life,22731.0,True
P502647,C102647,Personal Accident,0.0,False
P502648,C102648,Motor,21093.0,True
P502649,C102649,Life,0.0,False
P502650,C102650,Health,0.0,False
P502651,C102651,Life,0.0,False
P502652,C102652,Life,0.0,False
P502653,C102653,Motor,0.0,False
P502654,C102654,Motor,22150.0,True
P502655,C102655,Health,29165.0,True
P502656,C102656,Motor,0.0,False
P502657,C102657,Life,27969.0,True
P502658,C102658,Personal Accident,0.0,False
P502659,C102659,Life,6132.0,True
P502660,C102660,Life,0.0,False
P502661,C102661,Life,0.0,False
P502662,C102662,Personal Accident,0.0,False
P502663,C102663,Motor,0.0,False
P502664,C102664,Personal Accident,0.0,False
P502665,C102665,Motor,0.0,False
P502666,C102666,Personal Accident,0.0,False
P502667,C102667,Motor,0.0,False
P502668,C102668,Health,0.0,False
P502669,C102669,Health,0.0,False
P502670,C102670,Motor,0.0,False
P502671,C102671,Health,0.0,False
P502672,C102672,Health,0.0,False
P502673,C102673,Life,32461.0,True
P502674,C102674,Personal Accident,0.0,False
P502675,C102675,Motor,0.0,False
P502676,C102676,Life,0.0,False
P502677,C102677,Personal Accident,9027.0,True
P502678,C102678,Life,32996.0,True
P502679,C102679,Personal Accident,0.0,False
P502680,C102680,Personal Accident,0.0,False
P502681,C102681,Personal Accident,5587.0,True
P502682,C102682,Life,43137.0,True
P502683,C102683,Personal Accident,0.0,False
P502684,C102684,Health,0.0,False
P502685,C102685,Health,0.0,False
P502686,C102686,Life,0.0,False
P502687,C102687,Personal Accident,25484.0,True
P502688,C102688,Personal Accident,0.0,False
P502689,C102689,Personal Accident,0.0,False
P502690,C102690,Life,21783.0,True
P502691,C102691,Motor,0.0,False
P502692,C102692,Health,0.0,False
P502693,C102693,Motor,22166.0,True
P502694,C102694,Motor,0.0,False
P502695,C102695,Personal Accident,0.0,False
P502696,C102696,Health,0.0,False
P502697,C102697,Motor,0.0,False
P502698,C102698,Health,21938.0,True
P502699,C102699,Motor,0.0,False
P502700,C102700,Health,13991.0,True
P502701,C102701,Life,26798.0,True
P502702,C102702,Life,0.0,False
P502703,C102703,Health,0.0,False
P502704,C102704,Life,0.0,False
P502705,C102705,Personal Accident,0.0,False
P502706,C102706,Motor,0.0,False
P502707,C102707,Motor,0.0,False
P502708,C102708,Personal Accident,0.0,False
P502709,C102709,Personal Accident,13360.0,True
P502710,C102710,Health,0.0,False
P502711,C102711,Personal Accident,0.0,False
P502712,C102712,Health,16541.0,True
P502713,C102713,Life,0.0,False
P502714,C102714,Personal Accident,35267.0,True
P502715,C102715,Life,0.0,False
P502716,C102716,Health,29360.0,True
P502717,C102717,Motor,0.0,False
P502718,C102718,Health,0.0,False
P502719,C102719,Motor,0.0,False
P502720,C102720,Life,0.0,False
P502721,C102721,Life,0.0,False
P502722,C102722,Health,0.0,False
P502723,C102723,Personal Accident,0.0,False
P502724,C102724,Personal Accident,0.0,False
P502725,C102725,Life,0.0,False
P502726,C102726,Life,8967.0,True
P502727,C102727,Motor,0.0,False
P502728,C102728,Life,0.0,False
P502729,C102729,Motor,0.0,False
P502730,C102730,Health,0.0,False
P502731,C102731,Motor,28349.0,True
P502732,C102732,Personal Accident,6163.0,True
P502733,C102733,Personal Accident,0.0,False
P502734,C102734,Personal Accident,44618.0,True
P502735,C102735,Personal Accident,0.0,False
P502736,C102736,Health,0.0,False
P502737,C102737,Health,0.0,False
P502738,C102738,Motor,26923.0,True
P502739,C102739,Motor,39894.0,True
P502740,C102740,Personal Accident,0.0,False
P502741,C102741,Personal Accident,0.0,False
P502742,C102742,Health,0.0,False
P502743,C102743,Health,22131.0,True
P502744,C102744,Life,0.0,False
P502745,C102745,Health,0.0,False
P502746,C102746,Health,28496.0,True
P502747,C102747,Personal Accident,0.0,False
P502748,C102748,Motor,12803.0,True
P502749,C102749,Motor,27028.0,True
P502750,C102750,Life,0.0,False
P502751,C102751,Motor,0.0,False
P502752,C102752,Life,39579.0,True
P502753,C102753,Health,19609.0,True
P502754,C102754,Personal Accident,25042.0,True
P502755,C102755,Life,12692.0,True
P502756,C102756,Personal Accident,0.0,False
P502757,C102757,Health,0.0,False
P502758,C102758,Personal Accident,0.0,False
P502759,C102759,Health,28138.0,True
P502760,C102760,Personal Accident,11024.0,True
P502761,C102761,Motor,0.0,False
P502762,C102762,Motor,0.0,False
P502763,C102763,Personal Accident,0.0,False
P502764,C102764,Health,0.0,False
P502765,C102765,Motor,0.0,False
P502766,C102766,Motor,0.0,False
P502767,C102767,Motor,37904.0,True
P502768,C102768,Life,0.0,False
P502769,C102769,Motor,0.0,False
P502770,C102770,Health,0.0,False
P502771,C102771,Personal Accident,36975.0,True
P502772,C102772,Health,0.0,False
P502773,C102773,Health,0.0,False
P502774,C102774,Motor,4285.0,True
P502775,C102775,Health,0.0,False
P502776,C102776,Motor,0.0,False
P502777,C102777,Motor,0.0,False
P502778,C102778,Life,0.0,False
P502779,C102779,Life,0.0,False
P502780,C102780,Life,27864.0,True
P502781,C102781,Personal Accident,0.0,False
P502782,C102782,Life,0.0,False
P502783,C102783,Motor,0.0,False
P502784,C102784,Life,0.0,False
P502785,C102785,Health,27938.0,True
P502786,C102786,Life,0.0,False
P502787,C102787,Life,0.0,False
P502788,C102788,Personal Accident,24169.0,True
P502789,C102789,Health,0.0,False
P502790,C102790,Motor,0.0,False
P502791,C102791,Personal Accident,0.0,False
P502792,C102792,Motor,0.0,False
P502793,C102793,Personal Accident,0.0,False
P502794,C102794,Life,0.0,False
P502795,C102795,Life,0.0,False
P502796,C102796,Health,0.0,False
P502797,C102797,Personal Accident,0.0,False
P502798,C102798,Health,0.0,False
P502799,C102799,Personal Accident,17137.0,True
P502800,C102800,Personal Accident,15667.0,True
P502801,C102801,Motor,0.0,False
P502802,C102802,Health,0.0,False
P502803,C102803,Life,0.0,False
P502804,C102804,Personal Accident,0.0,False
P502805,C102805,Life,0.0,False
P502806,C102806,Personal Accident,0.0,False
P502807,C102807,Motor,0.0,False
P502808,C102808,Health,0.0,False
P502809,C102809,Life,32148.0,True
P502810,C102810,Motor,41595.0,True
P502811,C102811,Life,0.0,False
P502812,C102812,Health,0.0,False
P502813,C102813,Personal Accident,0.0,False
P502814,C102814,Life,0.0,False
P502815,C102815,Motor,35759.0,True
P502816,C102816,Personal Accident,0.0,False
P502817,C102817,Life,0.0,False
P502818,C102818,Personal Accident,0.0,False
P502819,C102819,Motor,0.0,False
P502820,C102820,Motor,0.0,False
P502821,C102821,Health,10463.0,True
P502822,C102822,Motor,0.0,False
P502823,C102823,Personal Accident,0.0,False
P502824,C102824,Motor,0.0,False
P502825,C102825,Motor,31297.0,True
P502826,C102826,Personal Accident,0.0,False
P502827,C102827,Health,0.0,False
P502828,C102828,Motor,26322.0,True
P502829,C102829,Health,28379.0,True
P502830,C102830,Personal Accident,0.0,False
P502831,C102831,Life,0.0,False
P502832,C102832,Health,0.0,False
P502833,C102833,Health,0.0,False
P502834,C102834,Personal Accident,0.0,False
P502835,C102835,Health,8827.0,True
P502836,C102836,Life,0.0,False
P502837,C102837,Health,26711.0,True
P502838,C102838,Personal Accident,11776.0,True
P502839,C102839,Personal Accident,0.0,False
P502840,C102840,Motor,0.0,False
P502841,C102841,Motor,0.0,False
P502842,C102842,Life,0.0,False
P502843,C102843,Personal Accident,44509.0,True
P502844,C102844,Life,42543.0,True
P502845,C102845,Personal Accident,11392.0,True
P502846,C102846,Life,0.0,False
P502847,C102847,Health,0.0,False
P502848,C102848,Motor,0.0,False
P502849,C102849,Personal Accident,42429.0,True
P502850,C102850,Health,0.0,False
P502851,C102851,Motor,0.0,False
P502852,C102852,Motor,0.0,False
P502853,C102853,Personal Accident,0.0,False
P502854,C102854,Life,23378.0,True
P502855,C102855,Motor,0.0,False
P502856,C102856,Health,0.0,False
P502857,C102857,Life,0.0,False
P502858,C102858,Health,0.0,False
P502859,C102859,Health,24810.0,True
P502860,C102860,Personal Accident,0.0,False
P502861,C102861,Personal Accident,0.0,False
P502862,C102862,Health,0.0,False
P502863,C102863,Personal Accident,0.0,False
P502864,C102864,Motor,0.0,False
P502865,C102865,Life,0.0,False
P502866,C102866,Personal Accident,0.0,False
P502867,C102867,Personal Accident,0.0,False
P502868,C102868,Life,41866.0,True
P502869,C102869,Motor,0.0,False
P502870,C102870,Personal Accident,0.0,False
P502871,C102871,Personal Accident,18849.0,True
P502872,C102872,Motor,0.0,False
P502873,C102873,Life,20318.0,True
P502874,C102874,Personal Accident,0.0,False
P502875,C102875,Motor,0.0,False
P502876,C102876,Health,15694.0,True
P502877,C102877,Life,32930.0,True
P502878,C102878,Motor,0.0,False
P502879,C102879,Motor,0.0,False
P502880,C102880,Life,25069.0,True
P502881,C102881,Motor,0.0,False
P502882,C102882,Health,40144.0,True
P502883,C102883,Life,26806.0,True
P502884,C102884,Personal Accident,42510.0,True
P502885,C102885,Personal Accident,0.0,False
P502886,C102886,Health,23605.0,True
P502887,C102887,Motor,0.0,False
P502888,C102888,Life,0.0,False
P502889,C102889,Health,0.0,False
P502890,C102890,Personal Accident,0.0,False
P502891,C102891,Motor,0.0,False
P502892,C102892,Health,0.0,False
P502893,C102893,Personal Accident,0.0,False
P502894,C102894,Life,17789.0,True
P502895,C102895,Personal Accident,0.0,False
P502896,C102896,Health,0.0,False
P502897,C102897,Personal Accident,18014.0,True
P502898,C102898,Health,25820.0,True
P502899,C102899,Personal Accident,0.0,False
P502900,C102900,Motor,0.0,False
P502901,C102901,Personal Accident,39737.0,True
P502902,C102902,Health,0.0,False
P502903,C102903,Life,24212.0,True
P502904,C102904,Health,0.0,False
P502905,C102905,Life,0.0,False
P502906,C102906,Life,8899.0,True
P502907,C102907,Life,0.0,False
P502908,C102908,Health,0.0,False
P502909,C102909,Motor,0.0,False
P502910,C102910,Motor,42441.0,True
P502911,C102911,Personal Accident,0.0,False
P502912,C102912,Life,0.0,False
P502913,C102913,Health,25283.0,True
P502914,C102914,Life,0.0,False
P502915,C102915,Motor,0.0,False
P502916,C102916,Life,0.0,False
P502917,C102917,Personal Accident,0.0,False
P502918,C102918,Health,0.0,False
P502919,C102919,Life,0.0,False
P502920,C102920,Health,42711.0,True
P502921,C102921,Personal Accident,20782.0,True
P502922,C102922,Health,34344.0,True
P502923,C102923,Personal Accident,43750.0,True
P502924,C102924,Motor,0.0,False
P502925,C102925,Health,0.0,False
P502926,C102926,Health,0.0,False
P502927,C102927,Personal Accident,0.0,False
P502928,C102928,Health,0.0,False
P502929,C102929,Health,33831.0,True
P502930,C102930,Life,0.0,False
P502931,C102931,Personal Accident,0.0,False
P502932,C102932,Health,0.0,False
P502933,C102933,Motor,21449.0,True
P502934,C102934,Health,19461.0,True
P502935,C102935,Health,42775.0,True
P502936,C102936,Health,24739.0,True
P502937,C102937,Personal Accident,0.0,False
P502938,C102938,Motor,0.0,False
P502939,C102939,Personal Accident,35577.0,True
P502940,C102940,Personal Accident,0.0,False
P502941,C102941,Personal Accident,35887.0,True
P502942,C102942,Personal Accident,0.0,False
P502943,C102943,Motor,0.0,False
P502944,C102944,Health,0.0,False
P502945,C102945,Life,0.0,False
P502946,C102946,Motor,29278.0,True
P502947,C102947,Health,32503.0,True
P502948,C102948,Motor,0.0,False
P502949,C102949,Motor,0.0,False
P502950,C102950,Health,0.0,False
P502951,C102951,Motor,0.0,False
P502952,C102952,Personal Accident,21147.0,True
P502953,C102953,Motor,0.0,False
P502954,C102954,Life,0.0,False
P502955,C102955,Life,0.0,False
P502956,C102956,Motor,0.0,False
P502957,C102957,Motor,4465.0,True
P502958,C102958,Personal Accident,0.0,False
P502959,C102959,Personal Accident,13274.0,True
P502960,C102960,Health,0.0,False
P502961,C102961,Motor,0.0,False
P502962,C102962,Health,0.0,False
P502963,C102963,Personal Accident,0.0,False
P502964,C102964,Health,18002.0,True
P502965,C102965,Personal Accident,0.0,False
P502966,C102966,Life,0.0,False
P502967,C102967,Personal Accident,41078.0,True
P502968,C102968,Health,0.0,False
P502969,C102969,Personal Accident,40214.0,True
P502970,C102970,Health,0.0,False
P502971,C102971,Personal Accident,0.0,False
P502972,C102972,Health,0.0,False
P502973,C102973,Life,41931.0,True
P502974,C102974,Personal Accident,0.0,False
P502975,C102975,Personal Accident,0.0,False
P502976,C102976,Life,0.0,False
P502977,C102977,Motor,21810.0,True
P502978,C102978,Personal Accident,0.0,False
P502979,C102979,Motor,0.0,False
P502980,C102980,Personal Accident,9555.0,True
P502981,C102981,Motor,0.0,False
P502982,C102982,Personal Accident,38918.0,True
P502983,C102983,Health,0.0,False
P502984,C102984,Life,0.0,False
P502985,C102985,Health,0.0,False
P502986,C102986,Motor,0.0,False
P502987,C102987,Health,0.0,False
P502988,C102988,Personal Accident,0.0,False
P502989,C102989,Motor,18077.0,True
P502990,C102990,Motor,0.0,False
P502991,C102991,Personal Accident,24059.0,True
P502992,C102992,Motor,0.0,False
P502993,C102993,Health,0.0,False
P502994,C102994,Health,0.0,False
P502995,C102995,Life,40453.0,True
P502996,C102996,Personal Accident,0.0,False
P502997,C102997,Health,0.0,False
P502998,C102998,Life,10637.0,True
P502999,C102999,Life,0.0,False
P503000,C103000,Health,0.0,False
P503001,C103001,Life,16190.0,True
P503002,C103002,Life,0.0,False
P503003,C103003,Health,17841.0,True
P503004,C103004,Motor,27569.0,True
P503005,C103005,Life,0.0,False
P503006,C103006,Personal Accident,0.0,False
P503007,C103007,Personal Accident,13944.0,True
P503008,C103008,Health,35053.0,True
P503009,C103009,Personal Accident,0.0,False
P503010,C103010,Personal Accident,0.0,False
P503011,C103011,Motor,33168.0,True
P503012,C103012,Life,0.0,False
