loan_id,customer_id,product,channel,disbursement_date,original_amount,tenure_months,interest_rate,dpd,loan_status,outstanding_principal
L206087,C103720,Personal Loan,DSA,2026-02-24,347000.0,12,12.19,10,Delinquent,238195.0
L206088,C100437,Personal Loan,Digital,2026-01-11,790000.0,60,17.22,1,Delinquent,661434.0
L206089,C103177,Personal Loan,Digital,2024-04-04,688000.0,48,21.21,0,Current,310395.0
L206090,C104989,Personal Loan,DSA,2025-05-30,590000.0,48,13.7,2,Delinquent,437833.0
L206091,C100129,Education Loan,DSA,2025-07-17,399000.0,60,10.04,9,Delinquent,321835.0
L206092,C103670,Auto Loan,Branch,2025-01-06,1685000.0,60,14.82,12,Delinquent,1101967.0
L206093,C104341,Personal Loan,Digital,2023-05-14,537000.0,24,12.78,30,Delinquent,102826.0
L206094,C103134,Auto Loan,DSA,2023-04-13,831000.0,60,9.6,6,Delinquent,351296.0
L206095,C103450,Home Loan,Digital,2025-05-08,2113000.0,24,9.5,14,Delinquent,960870.0
L206096,C104507,Business Loan,Digital,2023-05-15,924000.0,24,11.07,7,Delinquent,208453.0
L206097,C103887,Business Loan,Branch,2025-09-11,2343000.0,120,17.63,5,Delinquent,2147904.0
L206098,C100199,Personal Loan,Branch,2024-06-02,722000.0,120,16.04,11,Delinquent,480177.0
L206099,C103871,Education Loan,Branch,2025-08-22,490000.0,24,12.94,153,NPL,257901.0
L206100,C103787,Personal Loan,Digital,2023-05-31,540000.0,36,18.3,177,NPL,66930.0
L206101,C101141,Auto Loan,Digital,2024-04-16,955000.0,48,9.91,14,Delinquent,510344.0
L206102,C103274,Business Loan,DSA,2023-06-28,830000.0,36,12.39,25,Delinquent,130434.0
L206103,C104210,Business Loan,Branch,2024-08-09,1281000.0,36,16.08,12,Delinquent,408186.0
L206104,C104242,Personal Loan,Branch,2023-04-08,692000.0,12,11.26,13,Delinquent,107361.0
L206105,C104355,Personal Loan,DSA,2023-11-27,206000.0,84,14.01,1,Delinquent,132145.0
L206106,C103890,Personal Loan,Branch,2023-12-19,746000.0,48,13.14,109,NPL,249962.0
L206107,C100611,Personal Loan,Partner,2024-09-03,705000.0,24,19.96,10,Delinquent,106233.0
L206108,C102425,Personal Loan,Digital,2023-01-14,698000.0,60,13.05,64,Delinquent,233856.0
L206109,C101166,Personal Loan,Partner,2024-01-11,397000.0,12,19.38,6,Delinquent,31760.0
L206110,C100355,Auto Loan,DSA,2025-05-28,1759000.0,48,10.14,13,Delinquent,1295329.0
L206111,C101318,Personal Loan,Partner,2024-05-05,483000.0,84,15.28,112,NPL,316615.0
L206112,C104548,Home Loan,Digital,2024-12-20,3726000.0,84,10.9,12,Delinquent,3072050.0
L206113,C102991,Auto Loan,Branch,2025-10-28,1134000.0,60,14.34,59,Delinquent,955176.0
L206114,C103818,Personal Loan,DSA,2024-09-01,390000.0,36,19.07,4,Delinquent,124573.0
L206115,C102515,Auto Loan,Branch,2025-11-19,1308000.0,120,13.8,9,Delinquent,1232872.0
L206116,C101782,Business Loan,Digital,2026-03-30,1818000.0,60,17.53,23,Delinquent,1641004.0
L206117,C102415,Home Loan,Digital,2024-09-25,2238000.0,60,9.55,7,Delinquent,1562795.0
L206118,C104920,Home Loan,DSA,2024-08-01,2751000.0,24,8.78,9,Delinquent,465285.0
L206119,C101435,Auto Loan,DSA,2024-01-15,835000.0,24,14.59,5,Delinquent,83256.0
L206120,C101556,Home Loan,Partner,2025-11-09,5361000.0,120,10.89,0,Current,4800493.0
L206121,C104236,Home Loan,Branch,2025-07-27,5482000.0,84,9.75,9,Delinquent,4653854.0
L206122,C101853,Business Loan,Partner,2023-08-16,1894000.0,84,13.74,6,Delinquent,1070103.0
L206123,C104520,Business Loan,DSA,2025-02-20,1179000.0,24,14.88,5,Delinquent,330311.0
L206124,C104874,Personal Loan,Digital,2023-11-14,662000.0,24,12.09,6,Delinquent,52960.0
L206125,C100331,Home Loan,Branch,2026-04-02,4637000.0,48,11.1,13,Delinquent,4637000.0
L206126,C103341,Business Loan,Branch,2024-01-30,2346000.0,12,11.43,8,Delinquent,294659.0
L206127,C100471,Auto Loan,Branch,2023-04-12,1220000.0,48,13.58,155,NPL,148993.0
L206128,C104396,Auto Loan,Digital,2026-04-03,261000.0,24,13.36,10,Delinquent,203949.0
L206129,C100577,Personal Loan,Branch,2024-12-30,677000.0,84,21.53,10,Delinquent,487439.0
L206130,C104439,Personal Loan,Digital,2025-12-25,331000.0,24,13.13,2,Delinquent,243294.0
L206131,C103847,Home Loan,Digital,2025-12-06,1589000.0,12,11.33,96,NPL,502656.0
L206132,C102683,Business Loan,Digital,2024-06-22,2781000.0,60,12.45,7,Delinquent,1390687.0
L206133,C101040,Personal Loan,Partner,2024-06-13,389000.0,60,15.41,7,Delinquent,211130.0
L206134,C101335,Education Loan,Branch,2025-10-10,315000.0,12,10.78,1,Delinquent,61659.0
L206135,C102157,Business Loan,Digital,2024-03-31,1380000.0,60,13.42,0,Current,777293.0
L206136,C104238,Business Loan,Partner,2023-10-07,2518000.0,24,14.41,9,Delinquent,211770.0
L206137,C104489,Business Loan,Digital,2024-11-10,1573000.0,120,15.65,17,Delinquent,1109238.0
L206138,C102510,Personal Loan,Digital,2024-12-12,588000.0,36,20.98,8,Delinquent,228949.0
L206139,C101165,Personal Loan,Partner,2025-09-13,607000.0,24,12.64,6,Delinquent,394821.0
L206140,C102822,Personal Loan,Digital,2023-07-14,882000.0,12,17.43,4,Delinquent,70560.0
L206141,C104159,Home Loan,Partner,2024-08-06,4964000.0,12,8.99,25,Delinquent,461450.0
L206142,C102707,Personal Loan,Partner,2024-11-21,553000.0,24,21.95,7,Delinquent,88649.0
L206143,C104453,Business Loan,Branch,2026-02-26,2592000.0,36,11.3,10,Delinquent,2526651.0
L206144,C100048,Business Loan,DSA,2023-09-24,1311000.0,84,14.33,145,NPL,738479.0
L206145,C102510,Personal Loan,Digital,2025-01-14,501000.0,48,13.46,8,Delinquent,312718.0
L206146,C100230,Home Loan,Partner,2024-12-03,2948000.0,84,8.73,74,Delinquent,2425701.0
L206147,C103059,Auto Loan,Digital,2026-02-18,1678000.0,36,11.42,5,Delinquent,1339088.0
L206148,C103082,Business Loan,DSA,2024-05-29,563000.0,48,16.64,5,Delinquent,299539.0
L206149,C101562,Education Loan,Branch,2023-08-06,231000.0,120,12.3,4,Delinquent,150353.0
L206150,C103973,Personal Loan,Digital,2024-11-01,724000.0,60,15.18,10,Delinquent,493425.0
L206151,C104757,Personal Loan,DSA,2025-10-23,529000.0,120,18.18,12,Delinquent,529000.0
L206152,C102286,Business Loan,Partner,2023-07-13,1769000.0,84,12.0,3,Delinquent,927344.0
L206153,C102175,Personal Loan,Branch,2025-05-09,184000.0,12,11.93,121,NPL,26724.0
L206154,C100953,Business Loan,Branch,2024-08-30,2947000.0,12,17.71,140,NPL,377332.0
L206155,C100141,Personal Loan,Partner,2025-08-12,645000.0,12,19.65,15,Delinquent,93115.0
L206156,C102034,Home Loan,Digital,2024-01-15,2493000.0,84,8.89,0,Current,1516486.0
L206157,C102208,Auto Loan,Branch,2025-10-21,904000.0,84,13.95,4,Delinquent,834348.0
L206158,C103842,Business Loan,Digital,2023-06-22,561000.0,84,11.31,11,Delinquent,311168.0
L206159,C104311,Personal Loan,Partner,2024-09-27,677000.0,84,20.91,12,Delinquent,507561.0
L206160,C100544,Business Loan,Partner,2024-08-23,1091000.0,84,15.81,17,Delinquent,780036.0
L206161,C100763,Business Loan,Branch,2023-12-02,2038000.0,12,14.21,45,Delinquent,297417.0
L206162,C102801,Business Loan,DSA,2023-06-16,2767000.0,36,17.98,4,Delinquent,428539.0
L206163,C101878,Education Loan,Digital,2026-02-06,454000.0,120,8.9,2,Delinquent,432772.0
L206164,C103512,Business Loan,Digital,2024-05-27,2588000.0,48,11.51,8,Delinquent,1113598.0
L206165,C101613,Business Loan,DSA,2026-01-18,2665000.0,12,10.77,15,Delinquent,1319711.0
L206166,C102080,Auto Loan,Branch,2024-01-23,955000.0,24,10.73,1,Delinquent,135345.0
L206167,C102221,Business Loan,Digital,2025-02-10,2187000.0,36,13.61,11,Delinquent,1159977.0
L206168,C103007,Education Loan,Branch,2024-10-13,540000.0,84,8.62,1,Delinquent,409697.0
L206169,C100349,Auto Loan,Branch,2024-04-28,503000.0,84,13.97,10,Delinquent,378793.0
L206170,C104418,Personal Loan,Digital,2024-08-03,346000.0,84,15.74,7,Delinquent,225454.0
L206171,C101695,Personal Loan,Partner,2023-11-02,615000.0,60,15.96,11,Delinquent,274104.0
L206172,C101065,Business Loan,Digital,2023-06-11,529000.0,60,14.12,23,Delinquent,202627.0
L206173,C103203,Education Loan,DSA,2025-03-13,839000.0,48,10.37,11,Delinquent,577653.0
L206174,C100676,Personal Loan,Branch,2023-12-01,871000.0,84,11.61,13,Delinquent,515971.0
L206175,C102951,Education Loan,Partner,2024-09-28,972000.0,60,11.98,11,Delinquent,667094.0
L206176,C100305,Personal Loan,Digital,2024-10-30,626000.0,12,14.64,15,Delinquent,50080.0
L206177,C101319,Home Loan,Partner,2026-04-11,2153000.0,120,8.91,0,Current,2101161.0
L206178,C103632,Business Loan,Branch,2025-09-27,874000.0,48,16.01,39,Delinquent,758171.0
L206179,C101860,Education Loan,Digital,2023-08-11,393000.0,24,10.36,39,Delinquent,58799.0
L206180,C104503,Auto Loan,Branch,2023-03-13,628000.0,36,11.75,11,Delinquent,81280.0
L206181,C101779,Education Loan,Branch,2026-03-06,110000.0,84,11.27,29,Delinquent,109279.0
L206182,C103452,Business Loan,Digital,2023-04-20,647000.0,60,17.65,13,Delinquent,211586.0
L206183,C100150,Business Loan,DSA,2025-05-07,2415000.0,120,12.87,93,NPL,1928721.0
L206184,C104883,Business Loan,Branch,2025-08-14,2573000.0,12,15.59,59,Delinquent,469664.0
L206185,C103080,Home Loan,DSA,2025-11-05,2040000.0,48,9.68,13,Delinquent,1576229.0
L206186,C103541,Personal Loan,DSA,2024-02-12,215000.0,24,13.3,15,Delinquent,39787.0
L206187,C101627,Personal Loan,Digital,2024-02-23,629000.0,84,16.87,4,Delinquent,435403.0
L206188,C101443,Personal Loan,DSA,2023-11-05,413000.0,12,14.16,1,Delinquent,89220.0
L206189,C102184,Personal Loan,Digital,2023-07-22,157000.0,12,17.98,0,Current,27830.0
L206190,C101278,Personal Loan,Partner,2023-10-03,145000.0,48,20.2,9,Delinquent,46460.0
L206191,C100104,Personal Loan,DSA,2023-08-31,56000.0,120,13.09,27,Delinquent,39051.0
L206192,C103334,Auto Loan,Partner,2026-03-10,797000.0,120,11.67,7,Delinquent,797000.0
L206193,C103584,Personal Loan,Digital,2024-08-05,622000.0,36,14.26,4,Delinquent,237278.0
L206194,C103380,Personal Loan,DSA,2024-09-04,847000.0,12,20.61,42,Delinquent,169264.0
L206195,C102770,Personal Loan,Partner,2025-01-21,726000.0,24,16.33,3,Delinquent,194848.0
L206196,C102620,Personal Loan,Branch,2023-07-13,459000.0,120,13.48,13,Delinquent,299294.0
L206197,C104928,Auto Loan,Digital,2026-03-31,840000.0,60,9.58,146,NPL,838025.0
L206198,C102635,Business Loan,Partner,2024-05-02,1382000.0,60,11.55,77,Delinquent,802400.0
L206199,C103530,Auto Loan,Digital,2024-09-01,1324000.0,24,11.09,3,Delinquent,105920.0
L206200,C102084,Auto Loan,Digital,2023-11-09,825000.0,120,14.77,18,Delinquent,655495.0
L206201,C100166,Education Loan,DSA,2023-12-25,296000.0,60,10.15,10,Delinquent,137696.0
L206202,C101750,Auto Loan,DSA,2023-07-22,1712000.0,84,12.69,9,Delinquent,982482.0
L206203,C103607,Personal Loan,Branch,2024-08-27,849000.0,36,12.65,10,Delinquent,285159.0
L206204,C103171,Personal Loan,Digital,2026-03-20,287000.0,36,14.58,59,Delinquent,262678.0
L206205,C103469,Auto Loan,Digital,2023-01-23,1496000.0,12,11.98,2,Delinquent,251859.0
L206206,C103738,Auto Loan,Branch,2024-06-18,525000.0,48,13.09,12,Delinquent,239035.0
L206207,C101092,Business Loan,Branch,2024-04-13,2233000.0,84,16.09,1,Delinquent,1289565.0
L206208,C104068,Personal Loan,DSA,2025-04-09,650000.0,12,20.76,12,Delinquent,153320.0
L206209,C103573,Education Loan,Partner,2025-06-07,523000.0,120,9.28,14,Delinquent,456790.0
L206210,C101540,Home Loan,Partner,2025-12-14,3571000.0,48,8.39,9,Delinquent,2804255.0
L206211,C102519,Education Loan,Partner,2023-11-03,269000.0,84,9.55,11,Delinquent,197876.0
L206212,C104289,Home Loan,Partner,2023-09-04,4505000.0,48,8.63,9,Delinquent,1445413.0
L206213,C100836,Personal Loan,Branch,2024-07-29,80000.0,60,20.63,14,Delinquent,45369.0
L206214,C101514,Personal Loan,Digital,2023-06-03,694000.0,84,16.71,53,Delinquent,328301.0
L206215,C100961,Personal Loan,Branch,2024-08-01,581000.0,60,16.04,1,Delinquent,343392.0
L206216,C101525,Personal Loan,DSA,2023-11-09,594000.0,48,16.69,14,Delinquent,225157.0
L206217,C101024,Business Loan,Partner,2024-01-12,1730000.0,24,13.34,4,Delinquent,148924.0
L206218,C104031,Personal Loan,Branch,2025-05-05,469000.0,24,12.74,1,Delinquent,168949.0
L206219,C104956,Personal Loan,Digital,2023-06-29,533000.0,84,17.53,10,Delinquent,329522.0
L206220,C104847,Personal Loan,Digital,2024-04-03,344000.0,24,17.81,3,Delinquent,27520.0
L206221,C101791,Auto Loan,Branch,2025-03-22,1487000.0,60,13.68,1,Delinquent,998246.0
L206222,C104662,Personal Loan,DSA,2024-08-09,83000.0,84,16.2,26,Delinquent,58100.0
L206223,C100409,Personal Loan,Digital,2025-10-24,481000.0,60,12.45,58,Delinquent,397266.0
L206224,C100556,Business Loan,Digital,2023-01-25,1290000.0,48,10.77,15,Delinquent,221561.0
L206225,C101628,Personal Loan,Partner,2024-05-04,422000.0,36,18.08,11,Delinquent,56998.0
L206226,C101443,Education Loan,Branch,2023-01-06,1006000.0,12,10.18,13,Delinquent,179081.0
L206227,C104589,Personal Loan,Digital,2023-03-16,432000.0,24,19.16,175,NPL,59837.0
L206228,C103800,Auto Loan,DSA,2024-05-03,1557000.0,84,11.9,172,NPL,1081439.0
L206229,C103767,Auto Loan,Digital,2023-10-29,1491000.0,12,13.71,9,Delinquent,142531.0
L206230,C104032,Personal Loan,Digital,2023-06-30,855000.0,36,16.59,5,Delinquent,68400.0
L206231,C103627,Auto Loan,Digital,2026-02-25,400000.0,120,11.11,10,Delinquent,369753.0
L206232,C102522,Home Loan,Branch,2025-08-07,1670000.0,24,9.56,7,Delinquent,831846.0
L206233,C100294,Home Loan,Branch,2024-06-05,1397000.0,36,10.36,13,Delinquent,349621.0
L206234,C100081,Business Loan,Partner,2026-02-15,1945000.0,12,15.07,7,Delinquent,918133.0
L206235,C104879,Education Loan,Branch,2023-04-12,240000.0,48,12.05,13,Delinquent,25946.0
L206236,C102510,Personal Loan,Partner,2026-01-15,770000.0,24,16.27,9,Delinquent,534671.0
L206237,C104766,Auto Loan,Branch,2025-11-17,678000.0,60,10.02,4,Delinquent,651515.0
L206238,C100156,Personal Loan,Partner,2024-07-12,57000.0,12,17.13,177,NPL,11427.0
L206239,C103180,Personal Loan,Partner,2025-05-04,827000.0,36,15.46,5,Delinquent,482190.0
L206240,C101407,Personal Loan,Branch,2023-12-11,642000.0,84,21.59,110,NPL,393675.0
L206241,C101822,Auto Loan,Digital,2026-03-04,905000.0,48,10.12,12,Delinquent,864631.0
L206242,C103285,Auto Loan,DSA,2024-08-03,1605000.0,60,9.15,104,NPL,959125.0
L206243,C102477,Home Loan,Digital,2023-09-18,4865000.0,36,10.63,46,Delinquent,732075.0
L206244,C100674,Education Loan,Partner,2023-05-05,760000.0,120,12.81,6,Delinquent,466422.0
L206245,C104999,Business Loan,Branch,2025-04-17,462000.0,84,17.39,78,Delinquent,402175.0
L206246,C103563,Personal Loan,Partner,2026-02-06,202000.0,24,17.21,53,Delinquent,147496.0
L206247,C101804,Personal Loan,Digital,2025-04-09,660000.0,120,14.02,5,Delinquent,544763.0
L206248,C103107,Auto Loan,Branch,2025-03-16,283000.0,36,9.38,4,Delinquent,151097.0
L206249,C100758,Personal Loan,Digital,2025-08-03,497000.0,36,16.87,37,Delinquent,371936.0
L206250,C102149,Personal Loan,Branch,2023-12-10,606000.0,60,15.64,48,Delinquent,287755.0
L206251,C102125,Personal Loan,Digital,2024-02-10,695000.0,48,19.27,6,Delinquent,224989.0
L206252,C101861,Home Loan,Branch,2025-06-30,2043000.0,48,9.54,14,Delinquent,1451766.0
L206253,C102419,Home Loan,DSA,2025-02-16,1316000.0,60,9.18,9,Delinquent,979396.0
L206254,C104574,Auto Loan,Digital,2023-10-22,794000.0,48,13.83,74,Delinquent,263634.0
L206255,C100035,Business Loan,Digital,2023-03-12,954000.0,24,13.16,10,Delinquent,125317.0
L206256,C102766,Education Loan,Partner,2025-06-20,760000.0,12,8.62,9,Delinquent,60800.0
L206257,C104704,Business Loan,Partner,2025-10-29,976000.0,60,10.71,10,Delinquent,832782.0
L206258,C104445,Personal Loan,DSA,2024-04-27,502000.0,12,15.85,51,Delinquent,87585.0
L206259,C104488,Home Loan,Branch,2025-09-24,1963000.0,84,8.31,14,Delinquent,1748969.0
L206260,C102063,Personal Loan,Partner,2025-11-02,545000.0,84,13.92,15,Delinquent,526560.0
L206261,C102836,Education Loan,Branch,2025-04-20,496000.0,60,11.69,10,Delinquent,409106.0
L206262,C102974,Home Loan,Digital,2026-04-02,5174000.0,60,10.42,15,Delinquent,5174000.0
L206263,C104189,Personal Loan,Partner,2026-03-15,477000.0,36,13.6,9,Delinquent,397285.0
L206264,C104774,Auto Loan,Branch,2024-01-20,518000.0,12,10.89,64,Delinquent,85646.0
L206265,C101275,Home Loan,Branch,2025-12-15,4716000.0,84,8.52,1,Delinquent,4135119.0
L206266,C100621,Education Loan,Digital,2024-10-23,632000.0,84,9.74,12,Delinquent,463371.0
L206267,C101325,Personal Loan,Digital,2024-04-04,545000.0,60,12.97,55,Delinquent,301792.0
L206268,C101314,Personal Loan,Digital,2023-10-13,347000.0,84,14.06,43,Delinquent,189494.0
L206269,C101502,Education Loan,DSA,2025-04-08,980000.0,12,9.61,57,Delinquent,157390.0
L206270,C104584,Home Loan,Partner,2025-08-18,3010000.0,24,8.21,2,Delinquent,1364804.0
L206271,C101077,Personal Loan,Partner,2023-09-01,322000.0,24,19.4,98,NPL,50173.0
L206272,C102111,Auto Loan,Branch,2024-08-13,1059000.0,48,9.3,88,Delinquent,502407.0
L206273,C101789,Auto Loan,DSA,2025-12-05,1389000.0,60,12.17,8,Delinquent,1172072.0
L206274,C101361,Personal Loan,Partner,2026-03-26,326000.0,24,17.15,11,Delinquent,267641.0
L206275,C100983,Personal Loan,Branch,2024-06-11,373000.0,48,12.3,15,Delinquent,176097.0
L206276,C104987,Personal Loan,Digital,2025-11-30,680000.0,84,13.31,41,Delinquent,580920.0
L206277,C103133,Personal Loan,Branch,2025-10-22,378000.0,36,19.29,14,Delinquent,285076.0
L206278,C100512,Home Loan,Branch,2023-11-24,2843000.0,24,8.58,13,Delinquent,403272.0
L206279,C103275,Personal Loan,Branch,2024-06-29,478000.0,120,11.16,7,Delinquent,360163.0
L206280,C103058,Auto Loan,DSA,2023-05-24,580000.0,84,11.51,2,Delinquent,321339.0
L206281,C101796,Auto Loan,Digital,2023-01-07,333000.0,120,9.8,13,Delinquent,227612.0
L206282,C103941,Home Loan,Branch,2025-01-13,5638000.0,60,9.08,9,Delinquent,4442299.0
L206283,C104012,Personal Loan,Digital,2023-01-04,422000.0,60,15.35,8,Delinquent,88781.0
L206284,C103934,Home Loan,Branch,2024-01-17,5685000.0,24,10.25,2,Delinquent,1197558.0
L206285,C103196,Personal Loan,Branch,2023-07-30,840000.0,60,17.84,2,Delinquent,308085.0
L206286,C102210,Education Loan,Partner,2023-11-01,782000.0,120,11.62,126,NPL,576358.0
L206287,C101035,Personal Loan,Digital,2023-10-17,365000.0,60,21.46,2,Delinquent,136414.0
L206288,C100220,Business Loan,DSA,2024-10-16,324000.0,84,15.75,15,Delinquent,248290.0
L206289,C104592,Auto Loan,Branch,2025-07-17,1128000.0,12,9.96,4,Delinquent,127022.0
L206290,C104206,Business Loan,Branch,2024-10-07,553000.0,60,10.96,7,Delinquent,349553.0
L206291,C101007,Business Loan,Partner,2025-06-27,1433000.0,12,10.55,3,Delinquent,162241.0
L206292,C104014,Business Loan,Branch,2024-10-07,1369000.0,48,14.17,27,Delinquent,693790.0
L206293,C100240,Auto Loan,Branch,2025-04-06,1398000.0,12,10.08,21,Delinquent,156147.0
L206294,C101187,Personal Loan,DSA,2023-12-20,567000.0,60,19.15,4,Delinquent,318745.0
L206295,C100752,Auto Loan,Digital,2024-01-29,520000.0,48,9.52,127,NPL,166040.0
L206296,C101703,Personal Loan,Partner,2023-07-06,858000.0,60,17.19,11,Delinquent,360978.0
L206297,C101599,Personal Loan,Partner,2024-09-16,181000.0,60,21.37,8,Delinquent,109466.0
L206298,C102563,Business Loan,Branch,2023-08-09,2257000.0,12,16.53,163,NPL,259103.0
L206299,C102294,Auto Loan,Branch,2025-01-20,748000.0,120,13.72,4,Delinquent,642699.0
L206300,C100571,Personal Loan,Digital,2025-05-14,519000.0,36,16.97,3,Delinquent,330286.0
L206301,C100750,Business Loan,Branch,2025-11-27,2377000.0,12,14.0,27,Delinquent,633194.0
L206302,C104103,Personal Loan,Digital,2024-07-15,643000.0,120,18.49,20,Delinquent,582430.0
L206303,C102741,Business Loan,Digital,2026-04-05,2961000.0,84,13.67,14,Delinquent,2961000.0
L206304,C104611,Business Loan,Partner,2024-07-17,1941000.0,84,15.15,12,Delinquent,1364347.0
L206305,C100654,Personal Loan,Partner,2025-05-06,768000.0,84,18.67,5,Delinquent,648406.0
L206306,C101541,Personal Loan,Branch,2026-03-18,203000.0,12,18.56,144,NPL,129766.0
L206307,C100790,Education Loan,Branch,2024-09-27,354000.0,36,12.21,35,Delinquent,134562.0
L206308,C104621,Personal Loan,Partner,2026-01-06,117000.0,120,21.04,25,Delinquent,114531.0
L206309,C100795,Education Loan,Branch,2024-11-22,950000.0,12,10.93,9,Delinquent,110129.0
L206310,C104005,Home Loan,Branch,2023-03-19,2334000.0,12,8.43,10,Delinquent,496867.0
L206311,C100962,Personal Loan,Branch,2024-08-16,493000.0,12,17.69,123,NPL,65558.0
L206312,C103640,Auto Loan,Branch,2025-08-15,530000.0,60,13.43,10,Delinquent,442134.0
L206313,C102277,Home Loan,Branch,2025-02-17,2792000.0,84,10.26,146,NPL,2190993.0
L206314,C104846,Home Loan,Branch,2023-10-25,5740000.0,36,9.1,7,Delinquent,670391.0
L206315,C100350,Auto Loan,Branch,2023-12-11,1701000.0,120,9.66,9,Delinquent,1149316.0
L206316,C101624,Personal Loan,DSA,2025-05-16,368000.0,24,12.85,47,Delinquent,136785.0
L206317,C103616,Personal Loan,Branch,2025-08-16,535000.0,36,12.66,2,Delinquent,355946.0
L206318,C104579,Business Loan,DSA,2023-07-28,2740000.0,48,14.77,15,Delinquent,796005.0
L206319,C102696,Home Loan,Digital,2024-06-29,1541000.0,36,8.42,14,Delinquent,407047.0
L206320,C100493,Auto Loan,Digital,2023-06-24,1502000.0,12,11.88,9,Delinquent,302626.0
L206321,C103147,Auto Loan,Partner,2023-12-20,1605000.0,60,10.77,6,Delinquent,640109.0
L206322,C102391,Auto Loan,Digital,2026-02-01,1018000.0,120,14.48,10,Delinquent,936526.0
L206323,C103875,Personal Loan,Branch,2023-02-05,63000.0,36,20.08,160,NPL,12515.0
L206324,C102761,Education Loan,Digital,2024-10-31,261000.0,120,8.92,57,Delinquent,222699.0
L206325,C104490,Home Loan,Branch,2024-06-25,3794000.0,84,8.62,93,NPL,2660322.0
L206326,C100615,Education Loan,Branch,2024-02-24,1119000.0,24,10.38,6,Delinquent,89520.0
L206327,C103120,Business Loan,Partner,2025-12-13,1702000.0,120,13.33,21,Delinquent,1658865.0
L206328,C103687,Auto Loan,Partner,2025-12-05,1636000.0,120,10.82,2,Delinquent,1481427.0
L206329,C102030,Home Loan,Digital,2023-01-26,2050000.0,60,11.35,44,Delinquent,639110.0
L206330,C102376,Personal Loan,Digital,2023-12-14,362000.0,120,21.4,7,Delinquent,259169.0
L206331,C103477,Personal Loan,Digital,2023-10-11,640000.0,36,17.45,6,Delinquent,86734.0
L206332,C102278,Auto Loan,Branch,2023-03-18,1009000.0,12,12.07,4,Delinquent,128065.0
L206333,C101963,Personal Loan,Branch,2024-08-27,555000.0,24,18.9,12,Delinquent,135730.0
L206334,C102908,Personal Loan,Digital,2024-04-18,701000.0,12,19.26,16,Delinquent,86309.0
L206335,C104019,Home Loan,Branch,2024-04-23,3318000.0,120,9.87,146,NPL,2369455.0
L206336,C100674,Personal Loan,Branch,2025-04-28,504000.0,48,16.49,2,Delinquent,355022.0
L206337,C104370,Personal Loan,Digital,2026-03-12,787000.0,48,17.7,14,Delinquent,632747.0
L206338,C101001,Home Loan,Digital,2025-03-05,2628000.0,36,8.68,9,Delinquent,1259115.0
L206339,C100489,Personal Loan,Branch,2025-01-11,305000.0,48,17.58,6,Delinquent,206548.0
L206340,C100904,Personal Loan,Partner,2024-07-22,406000.0,48,13.44,178,NPL,192568.0
L206341,C100384,Personal Loan,DSA,2024-04-28,266000.0,48,21.91,14,Delinquent,107491.0
L206342,C104760,Auto Loan,Digital,2024-09-04,198000.0,48,12.18,13,Delinquent,122452.0
L206343,C101460,Education Loan,Branch,2023-11-16,247000.0,24,11.35,42,Delinquent,37498.0
L206344,C103866,Personal Loan,Digital,2024-09-27,64000.0,84,12.55,8,Delinquent,44572.0
L206345,C100913,Auto Loan,DSA,2024-03-30,381000.0,12,11.41,6,Delinquent,68339.0
L206346,C102646,Personal Loan,Digital,2024-03-25,595000.0,60,12.53,50,Delinquent,299532.0
L206347,C102130,Auto Loan,Digital,2025-11-07,788000.0,12,11.91,4,Delinquent,200929.0
L206348,C103298,Personal Loan,Branch,2023-04-10,898000.0,48,21.56,6,Delinquent,137276.0
L206349,C104943,Business Loan,Branch,2025-09-08,867000.0,60,13.35,13,Delinquent,633131.0
L206350,C103250,Business Loan,Partner,2023-07-09,1389000.0,48,10.58,6,Delinquent,355861.0
L206351,C103510,Auto Loan,Branch,2024-03-30,1785000.0,120,14.58,7,Delinquent,1553804.0
L206352,C101312,Personal Loan,Digital,2025-05-19,701000.0,120,18.16,13,Delinquent,541341.0
L206353,C100610,Business Loan,Partner,2025-12-31,1213000.0,120,17.21,5,Delinquent,1213000.0
L206354,C100434,Personal Loan,Branch,2025-08-30,762000.0,36,21.04,15,Delinquent,517267.0
L206355,C101501,Home Loan,Partner,2025-05-21,2073000.0,120,9.18,118,NPL,1748285.0
L206356,C102775,Business Loan,Partner,2024-04-19,1580000.0,24,15.66,0,Current,262054.0
L206357,C100303,Auto Loan,DSA,2024-03-09,1590000.0,36,9.82,144,NPL,355322.0
L206358,C101316,Business Loan,DSA,2024-01-31,2116000.0,36,13.26,10,Delinquent,346992.0
L206359,C103157,Auto Loan,Partner,2025-09-27,1023000.0,24,14.95,9,Delinquent,543519.0
L206360,C104368,Business Loan,Branch,2024-12-30,2197000.0,84,12.33,4,Delinquent,1658244.0
L206361,C104948,Personal Loan,DSA,2023-03-19,366000.0,84,17.92,46,Delinquent,188905.0
L206362,C101181,Personal Loan,Branch,2023-01-27,438000.0,36,16.21,33,Delinquent,73271.0
L206363,C100511,Home Loan,Partner,2023-05-26,1949000.0,60,11.46,4,Delinquent,795591.0
L206364,C102865,Auto Loan,Digital,2024-11-14,989000.0,60,11.89,10,Delinquent,570536.0
L206365,C104691,Auto Loan,DSA,2026-03-23,506000.0,120,10.85,9,Delinquent,492467.0
